Time,Talos_tn44
0.005,-0.04629
0.01,-0.03743
0.015,-0.07277
0.02,-0.06432
0.025,-0.06836
0.030000000000000002,-0.04556
0.035,-0.054220000000000004
0.04,-0.06798
0.045,-0.0405
0.049999999999999996,-0.07386000000000001
0.05499999999999999,-0.026930000000000003
0.05999999999999999,-0.04129
0.06499999999999999,-0.05165
0.06999999999999999,-0.06368
0.075,-0.05222
0.08,-0.06937
0.085,-0.04029
0.09000000000000001,-0.061070000000000006
0.09500000000000001,-0.05881
0.10000000000000002,-0.0516
0.10500000000000002,-0.058879999999999995
0.11000000000000003,-0.0597
0.11500000000000003,-0.06651
0.12000000000000004,-0.052239999999999995
0.12500000000000003,-0.02775
0.13000000000000003,-0.09046
0.13500000000000004,-0.06511
0.14000000000000004,-0.06115
0.14500000000000005,-0.06434
0.15000000000000005,-0.09007000000000001
0.15500000000000005,-0.04912
0.16000000000000006,-0.09137
0.16500000000000006,-0.044539999999999996
0.17000000000000007,-0.0458
0.17500000000000007,-0.06652999999999999
0.18000000000000008,-0.07411000000000001
0.18500000000000008,-0.0908
0.19000000000000009,-0.054689999999999996
0.1950000000000001,-0.0676
0.2000000000000001,-0.02765
0.2050000000000001,-0.06386
0.2100000000000001,-0.040780000000000004
0.2150000000000001,-0.07458
0.2200000000000001,-0.11218
0.22500000000000012,-0.08295
0.23000000000000012,-0.09212000000000001
0.23500000000000013,-0.07128
0.24000000000000013,-0.04098
0.24500000000000013,-0.02434
0.2500000000000001,-0.049710000000000004
0.2550000000000001,-0.055310000000000005
0.2600000000000001,-0.07406
0.2650000000000001,-0.053579999999999996
0.27000000000000013,-0.03487
0.27500000000000013,-0.04819
0.28000000000000014,-0.02727
0.28500000000000014,-0.0446
0.29000000000000015,-0.05785
0.29500000000000015,-0.05075
0.30000000000000016,-0.05047
0.30500000000000016,-0.08734
0.31000000000000016,-0.06709
0.31500000000000017,-0.07687999999999999
0.3200000000000002,-0.0557
0.3250000000000002,-0.04551
0.3300000000000002,-0.08403
0.3350000000000002,-0.0456
0.3400000000000002,-0.08749
0.3450000000000002,-0.07782
0.3500000000000002,-0.05785
0.3550000000000002,-0.046130000000000004
0.3600000000000002,-0.0637
0.3650000000000002,-0.04096
0.3700000000000002,-0.06425
0.3750000000000002,-0.08875
0.3800000000000002,-0.03588
0.38500000000000023,-0.06426
0.39000000000000024,-0.07346
0.39500000000000024,-0.03279
0.40000000000000024,-0.0784
0.40500000000000025,-0.061489999999999996
0.41000000000000025,-0.05785
0.41500000000000026,-0.06447
0.42000000000000026,-0.05775
0.42500000000000027,-0.038110000000000005
0.43000000000000027,-0.07584
0.4350000000000003,-0.04799
0.4400000000000003,-0.04238
0.4450000000000003,-0.055510000000000004
0.4500000000000003,-0.07296
0.4550000000000003,-0.0413
0.4600000000000003,-0.05989
0.4650000000000003,-0.08652
0.4700000000000003,-0.07166
0.4750000000000003,-0.05802
0.4800000000000003,-0.04386
0.4850000000000003,-0.058629999999999995
0.4900000000000003,-0.05339
0.49500000000000033,-0.06431
0.5000000000000003,-0.06031
0.5050000000000003,-0.05267
0.5100000000000003,-0.07257999999999999
0.5150000000000003,-0.0678
0.5200000000000004,-0.07489
0.5250000000000004,-0.07343
0.5300000000000004,-0.04079
0.5350000000000004,-0.07592
0.5400000000000004,-0.06617
0.5450000000000004,-0.08021
0.5500000000000004,-0.05354
0.5550000000000004,-0.060079999999999995
0.5600000000000004,-0.03322
0.5650000000000004,-0.05329
0.5700000000000004,-0.061939999999999995
0.5750000000000004,-0.07461
0.5800000000000004,-0.013619999999999998
0.5850000000000004,-0.09364
0.5900000000000004,-0.08352000000000001
0.5950000000000004,-0.05198
0.6000000000000004,-0.04394
0.6050000000000004,-0.07061
0.6100000000000004,-0.05824
0.6150000000000004,-0.0313
0.6200000000000004,-0.0768
0.6250000000000004,-0.061020000000000005
0.6300000000000004,-0.04772
0.6350000000000005,-0.07606
0.6400000000000005,-0.04048
0.6450000000000005,-0.08048
0.6500000000000005,-0.061220000000000004
0.6550000000000005,-0.05917000000000001
0.6600000000000005,-0.04319
0.6650000000000005,-0.07152
0.6700000000000005,-0.05607
0.6750000000000005,-0.05875
0.6800000000000005,-0.05609
0.6850000000000005,-0.06999
0.6900000000000005,-0.06376
0.6950000000000005,-0.04506
0.7000000000000005,-0.06185
0.7050000000000005,-0.05708
0.7100000000000005,-0.08759
0.7150000000000005,-0.08025
0.7200000000000005,-0.04425
0.7250000000000005,-0.04115
0.7300000000000005,-0.07797
0.7350000000000005,-0.0507
0.7400000000000005,-0.06035
0.7450000000000006,-0.06067
0.7500000000000006,-0.06627999999999999
0.7550000000000006,-0.061689999999999995
0.7600000000000006,-0.06071
0.7650000000000006,-0.060829999999999995
0.7700000000000006,-0.05186
0.7750000000000006,-0.04283
0.7800000000000006,-0.051570000000000005
0.7850000000000006,-0.06652000000000001
0.7900000000000006,-0.048260000000000004
0.7950000000000006,-0.038419999999999996
0.8000000000000006,-0.09212999999999999
0.8050000000000006,-0.050910000000000004
0.8100000000000006,-0.06841
0.8150000000000006,-0.05491
0.8200000000000006,-0.05039
0.8250000000000006,-0.04388
0.8300000000000006,-0.08094
0.8350000000000006,-0.08776
0.8400000000000006,-0.05201
0.8450000000000006,-0.061829999999999996
0.8500000000000006,-0.07365
0.8550000000000006,-0.04813
0.8600000000000007,-0.07393999999999999
0.8650000000000007,-0.051539999999999996
0.8700000000000007,-0.04417
0.8750000000000007,-0.06773
0.8800000000000007,-0.06095
0.8850000000000007,-0.0344
0.8900000000000007,-0.03052
0.8950000000000007,-0.06405
0.9000000000000007,-0.08536
0.9050000000000007,-0.05111
0.9100000000000007,-0.07674
0.9150000000000007,-0.05135
0.9200000000000007,-0.04044
0.9250000000000007,-0.06485
0.9300000000000007,-0.0868
0.9350000000000007,-0.06792999999999999
0.9400000000000007,-0.05362000000000001
0.9450000000000007,-0.06834
0.9500000000000007,-0.08428
0.9550000000000007,-0.036660000000000005
0.9600000000000007,-0.07909
0.9650000000000007,-0.06427000000000001
0.9700000000000008,-0.06841
0.9750000000000008,-0.051
0.9800000000000008,-0.055979999999999995
0.9850000000000008,-0.0676
0.9900000000000008,-0.0539
0.9950000000000008,-0.05744
1.0000000000000007,-0.08352000000000001
1.0050000000000006,-0.08438999999999999
1.0100000000000005,-0.06337999999999999
1.0150000000000003,-0.04808
1.0200000000000002,-0.0342
1.0250000000000001,-0.07153
1.03,-0.05424
1.035,-0.05752
1.0399999999999998,-0.08134
1.0449999999999997,-0.07316
1.0499999999999996,-0.07006
1.0549999999999995,-0.05454
1.0599999999999994,-0.0757
1.0649999999999993,-0.06784
1.0699999999999992,-0.053829999999999996
1.074999999999999,-0.07545
1.079999999999999,-0.08711
1.0849999999999989,-0.05372999999999999
1.0899999999999987,-0.06337999999999999
1.0949999999999986,-0.09804
1.0999999999999985,-0.06755
1.1049999999999984,-0.0385
1.1099999999999983,-0.05985
1.1149999999999982,-0.05902999999999999
1.119999999999998,-0.08136
1.124999999999998,-0.07694
1.129999999999998,-0.06585
1.1349999999999978,-0.04752
1.1399999999999977,-0.06946000000000001
1.1449999999999976,-0.07652
1.1499999999999975,-0.04979
1.1549999999999974,-0.06905
1.1599999999999973,-0.04452
1.1649999999999971,-0.05392
1.169999999999997,-0.04359
1.174999999999997,-0.06014
1.1799999999999968,-0.07461
1.1849999999999967,-0.059379999999999995
1.1899999999999966,-0.04559
1.1949999999999965,-0.06502000000000001
1.1999999999999964,-0.08407
1.2049999999999963,-0.0607
1.2099999999999962,-0.029230000000000003
1.214999999999996,-0.08628
1.219999999999996,-0.08091
1.2249999999999959,-0.08628999999999999
1.2299999999999958,-0.09981
1.2349999999999957,-0.0821
1.2399999999999956,-0.08659
1.2449999999999954,-0.10393
1.2499999999999953,-0.08936000000000001
1.2549999999999952,-0.08261
1.2599999999999951,-0.12985
1.264999999999995,-0.10334000000000002
1.269999999999995,-0.10511
1.2749999999999948,-0.1019
1.2799999999999947,-0.10570999999999998
1.2849999999999946,-0.14683
1.2899999999999945,-0.10729000000000001
1.2949999999999944,-0.09729
1.2999999999999943,-0.09059
1.3049999999999942,-0.10693
1.309999999999994,-0.08511
1.314999999999994,-0.07735
1.3199999999999938,-0.10997
1.3249999999999937,-0.1
1.3299999999999936,-0.07082999999999999
1.3349999999999935,-0.07762000000000001
1.3399999999999934,-0.026680000000000002
1.3449999999999933,-0.07146
1.3499999999999932,-0.06555
1.354999999999993,-0.06504
1.359999999999993,-0.05089
1.3649999999999929,-0.0552
1.3699999999999928,-0.05575
1.3749999999999927,-0.0278
1.3799999999999926,-0.033
1.3849999999999925,-0.01261
1.3899999999999924,-0.04071
1.3949999999999922,-0.04564
1.3999999999999921,-0.01948
1.404999999999992,-0.00787
1.409999999999992,-0.015880000000000002
1.4149999999999918,0.0032600000000000003
1.4199999999999917,-0.03398
1.4249999999999916,-0.02163
1.4299999999999915,-0.01185
1.4349999999999914,-0.00161
1.4399999999999913,-0.01004
1.4449999999999912,-0.01365
1.449999999999991,0.00298
1.454999999999991,-0.06774
1.4599999999999909,-0.05857999999999999
1.4649999999999908,-0.054360000000000006
1.4699999999999906,-0.01583
1.4749999999999905,0.06797
1.4799999999999904,0.025710000000000004
1.4849999999999903,0.05577000000000001
1.4899999999999902,0.08068
1.4949999999999901,0.17793
1.49999999999999,0.29447
1.50499999999999,0.3881
1.5099999999999898,0.3681
1.5149999999999897,0.31251999999999996
1.5199999999999896,0.20648000000000002
1.5249999999999895,0.16325
1.5299999999999894,0.18105
1.5349999999999893,0.17162
1.5399999999999892,0.10405
1.544999999999989,0.12566
1.549999999999989,0.0915
1.5549999999999888,0.09476
1.5599999999999887,0.0314
1.5649999999999886,0.01181
1.5699999999999885,-0.032139999999999995
1.5749999999999884,-0.047189999999999996
1.5799999999999883,-0.05716
1.5849999999999882,-0.12495999999999999
1.589999999999988,-0.13875
1.594999999999988,-0.18395999999999998
1.5999999999999879,-0.20432999999999998
1.6049999999999878,-0.23260999999999998
1.6099999999999877,-0.26579
1.6149999999999876,-0.2681
1.6199999999999875,-0.27151
1.6249999999999873,-0.28657
1.6299999999999872,-0.28249
1.6349999999999871,-0.25514000000000003
1.639999999999987,-0.29243
1.644999999999987,-0.27389
1.6499999999999868,-0.26953
1.6549999999999867,-0.23240999999999998
1.6599999999999866,-0.2194
1.6649999999999865,-0.24486999999999998
1.6699999999999864,-0.19155999999999998
1.6749999999999863,-0.18965
1.6799999999999862,-0.17522000000000001
1.684999999999986,-0.19976
1.689999999999986,-0.18586
1.6949999999999859,-0.16832
1.6999999999999857,-0.16726
1.7049999999999856,-0.16003
1.7099999999999855,-0.13176
1.7149999999999854,-0.11715
1.7199999999999853,-0.12732000000000002
1.7249999999999852,-0.15001
1.729999999999985,-0.13604000000000002
1.734999999999985,-0.13677999999999998
1.739999999999985,-0.11930999999999999
1.7449999999999848,-0.10553
1.7499999999999847,-0.12872999999999998
1.7549999999999846,-0.09988
1.7599999999999845,-0.07629
1.7649999999999844,-0.06922
1.7699999999999843,-0.08179
1.7749999999999841,-0.08517000000000001
1.779999999999984,-0.08262
1.784999999999984,-0.07703
1.7899999999999838,-0.10287
1.7949999999999837,-0.09502999999999999
1.7999999999999836,-0.07514
1.8049999999999835,-0.07497999999999999
1.8099999999999834,-0.06671
1.8149999999999833,-0.10167000000000001
1.8199999999999832,-0.08406
1.824999999999983,-0.10297
1.829999999999983,-0.11675
1.8349999999999829,-0.16418
1.8399999999999828,-0.12261
1.8449999999999827,-0.13845
1.8499999999999825,-0.12367
1.8549999999999824,-0.12764
1.8599999999999823,-0.1493
1.8649999999999822,-0.17093
1.8699999999999821,-0.13057
1.874999999999982,-0.16354000000000002
1.879999999999982,-0.12838
1.8849999999999818,-0.14685
1.8899999999999817,-0.15356
1.8949999999999816,-0.17603
1.8999999999999815,-0.16217
1.9049999999999814,-0.15935
1.9099999999999813,-0.16960999999999998
1.9149999999999812,-0.17014
1.919999999999981,-0.16132
1.924999999999981,-0.17187
1.9299999999999808,-0.15554
1.9349999999999807,-0.14337
1.9399999999999806,-0.16144
1.9449999999999805,-0.13459000000000002
1.9499999999999804,-0.15407
1.9549999999999803,-0.15604
1.9599999999999802,-0.15155
1.96499999999998,-0.14040999999999998
1.96999999999998,-0.10477
1.9749999999999799,-0.12149000000000001
1.9799999999999798,-0.1046
1.9849999999999797,-0.15424000000000002
1.9899999999999796,-0.17067000000000002
1.9949999999999795,-0.11982000000000001
1.9999999999999793,-0.10231
2.0049999999999795,-0.13116
2.0099999999999794,-0.14790999999999999
2.0149999999999793,-0.12525999999999998
2.019999999999979,-0.12794
2.024999999999979,-0.14717
2.029999999999979,-0.15788
2.034999999999979,-0.1517
2.0399999999999787,-0.14045
2.0449999999999786,-0.09182
2.0499999999999785,-0.12750999999999998
2.0549999999999784,-0.12165999999999999
2.0599999999999783,-0.137
2.064999999999978,-0.12882000000000002
2.069999999999978,-0.12976
2.074999999999978,-0.15553
2.079999999999978,-0.10941
2.0849999999999778,-0.12837
2.0899999999999777,-0.13827
2.0949999999999775,-0.13709000000000002
2.0999999999999774,-0.12637
2.1049999999999773,-0.10685
2.1099999999999772,-0.13108
2.114999999999977,-0.13757
2.119999999999977,-0.1599
2.124999999999977,-0.13733
2.129999999999977,-0.11853
2.1349999999999767,-0.14587999999999998
2.1399999999999766,-0.11337
2.1449999999999765,-0.12586
2.1499999999999764,-0.1346
2.1549999999999763,-0.10697000000000001
2.159999999999976,-0.14748
2.164999999999976,-0.14407
2.169999999999976,-0.12864
2.174999999999976,-0.12489000000000001
2.1799999999999757,-0.12376
2.1849999999999756,-0.11980999999999999
2.1899999999999755,-0.14019
2.1949999999999754,-0.14943
2.1999999999999753,-0.12192
2.204999999999975,-0.13687
2.209999999999975,-0.12647
2.214999999999975,-0.15769
2.219999999999975,-0.14018
2.2249999999999748,-0.11529
2.2299999999999747,-0.15456
2.2349999999999746,-0.13889
2.2399999999999745,-0.12190999999999999
2.2449999999999743,-0.15852
2.2499999999999742,-0.14054
2.254999999999974,-0.12986
2.259999999999974,-0.10575
2.264999999999974,-0.14801
2.269999999999974,-0.14608
2.2749999999999737,-0.14412
2.2799999999999736,-0.13976
2.2849999999999735,-0.14545999999999998
2.2899999999999734,-0.12100999999999999
2.2949999999999733,-0.15295
2.299999999999973,-0.16521
2.304999999999973,-0.12434
2.309999999999973,-0.16385999999999998
2.314999999999973,-0.1436
2.3199999999999728,-0.13885
2.3249999999999726,-0.16165
2.3299999999999725,-0.1347
2.3349999999999724,-0.11359000000000001
2.3399999999999723,-0.1197
2.344999999999972,-0.12607000000000002
2.349999999999972,-0.11469000000000001
2.354999999999972,-0.15527
2.359999999999972,-0.12499
2.364999999999972,-0.14966
2.3699999999999717,-0.15057
2.3749999999999716,-0.15199000000000001
2.3799999999999715,-0.1266
2.3849999999999714,-0.13405
2.3899999999999713,-0.14490999999999998
2.394999999999971,-0.12889
2.399999999999971,-0.14655
2.404999999999971,-0.14368
2.409999999999971,-0.13134
2.4149999999999707,-0.13171
2.4199999999999706,-0.13359000000000001
2.4249999999999705,-0.14867
2.4299999999999704,-0.1313
2.4349999999999703,-0.16015
2.43999999999997,-0.13843
2.44499999999997,-0.09622
2.44999999999997,-0.12607000000000002
2.45499999999997,-0.1321
2.4599999999999698,-0.14117000000000002
2.4649999999999697,-0.14467
2.4699999999999696,-0.1369
2.4749999999999694,-0.14239000000000002
2.4799999999999693,-0.13439
2.4849999999999692,-0.12808
2.489999999999969,-0.13563
2.494999999999969,-0.15335
2.499999999999969,-0.13379000000000002
2.504999999999969,-0.11377000000000001
2.5099999999999687,-0.13819
2.5149999999999686,-0.12418
2.5199999999999685,-0.12795
2.5249999999999684,-0.13779
2.5299999999999683,-0.11778
2.534999999999968,-0.12435999999999998
2.539999999999968,-0.149
2.544999999999968,-0.12403
2.549999999999968,-0.14703
2.5549999999999677,-0.15467
2.5599999999999676,-0.10564000000000001
2.5649999999999675,-0.12100999999999999
2.5699999999999674,-0.14806
2.5749999999999673,-0.1621
2.579999999999967,-0.12765
2.584999999999967,-0.12117
2.589999999999967,-0.11250999999999999
2.594999999999967,-0.14375
2.599999999999967,-0.1343
2.6049999999999667,-0.11560999999999999
2.6099999999999666,-0.15074
2.6149999999999665,-0.129
2.6199999999999664,-0.13145
2.6249999999999662,-0.15115
2.629999999999966,-0.12933
2.634999999999966,-0.11868
2.639999999999966,-0.14110999999999999
2.644999999999966,-0.13095
2.6499999999999657,-0.13775
2.6549999999999656,-0.12544
2.6599999999999655,-0.13596
2.6649999999999654,-0.16385999999999998
2.6699999999999653,-0.09352
2.674999999999965,-0.11023
2.679999999999965,-0.11098
2.684999999999965,-0.1195
2.689999999999965,-0.11475999999999999
2.6949999999999648,-0.14385
2.6999999999999647,-0.11180999999999999
2.7049999999999645,-0.13125
2.7099999999999644,-0.14144
2.7149999999999643,-0.13159
2.7199999999999642,-0.10955
2.724999999999964,-0.12455
2.729999999999964,-0.10987000000000001
2.734999999999964,-0.11729
2.739999999999964,-0.13476
2.7449999999999637,-0.13743
2.7499999999999636,-0.14485
2.7549999999999635,-0.10762000000000001
2.7599999999999634,-0.12834
2.7649999999999633,-0.10830999999999999
2.769999999999963,-0.14348
2.774999999999963,-0.16565
2.779999999999963,-0.10693
2.784999999999963,-0.12464000000000001
2.7899999999999627,-0.1213
2.7949999999999626,-0.13083
2.7999999999999625,-0.11085999999999999
2.8049999999999624,-0.09353
2.8099999999999623,-0.11148
2.814999999999962,-0.12004000000000001
2.819999999999962,-0.12586
2.824999999999962,-0.14631
2.829999999999962,-0.10199
2.8349999999999618,-0.141
2.8399999999999617,-0.13230999999999998
2.8449999999999616,-0.14146
